City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI,AQI Category,PM2.5/PM10 Ratio
Jodhpur,12-12-2018,67.0939491,227.1996983,115.1462469,55.98624099,3.69648536,88.27786125,11.20393596,37.00084489,184.8508062,Unhealthy,0.295308267
Madurai,13-12-2018,294.2228853,331.8486823,144.280281,23.62059668,6.402919311,67.96129094,19.44308146,42.54903643,418.1850026,Hazardous,0.886617609
Bhopal,14-12-2018,108.1710422,310.6437875,125.0422343,15.55815172,1.801406014,48.54113606,13.85389001,86.72205882,260.6437875,Very Unhealthy,0.348215695
Srinagar,15-12-2018,43.17315389,285.8301339,120.4674415,98.92917977,5.331514603,41.90658343,12.95670594,85.6456893,235.8301339,Very Unhealthy,0.151044795
Ahmedabad,16-12-2018,122.7059802,91.59942432,113.9021386,11.96141123,2.440612173,38.98867803,37.75843003,99.10426736,302.3092407,Hazardous,1.339593356
Surat,17-12-2018,236.4862561,145.9117682,26.51402407,27.67003199,4.339101483,22.00690504,12.32851423,71.35422317,389.6289873,Hazardous,1.5
Visakhapatnam,18-12-2018,35.67438392,160.9727464,74.0684638,21.27668468,2.673144359,32.76665122,11.96913271,58.9839868,140.8476637,Unhealthy for Sensitive Groups,0.221617539
Agra,19-12-2018,81.42188892,94.93321461,130.8385474,22.47290928,5.24532339,25.26056556,31.61492514,83.87641276,170.7161036,Unhealthy,0.857675464
Chandigarh,20-12-2018,222.1871804,51.19347462,80.72567778,34.49153096,9.255632723,11.23476687,14.85297141,53.0483516,500,Hazardous,1.5
Dhanbad,21-12-2018,210.6464174,39.58834513,149.5675091,84.3372871,7.49358326,70.19777701,24.98942249,57.53072802,369.7984134,Hazardous,1.5
Delhi,22-12-2018,242.4832375,211.8595946,61.66573991,12.39154371,7.495262552,66.79837621,16.49223368,20.88530151,394.2313218,Hazardous,1.144546878
Jaipur,23-12-2018,81.5555402,233.0143408,125.3422774,43.26774985,6.475089229,75.30106723,12.96322495,91.49361262,188.7142264,Unhealthy,0.350002236
Madurai,24-12-2018,40.52896598,291.4256333,84.00990166,64.39896728,7.626262776,38.18785739,21.63286563,23.94535227,241.4256333,Very Unhealthy,0.139071383
Chandigarh,25-12-2018,215.3177276,118.7555898,139.1154286,75.69755604,2.898587618,93.17893089,43.31157285,29.29775122,373.3833723,Hazardous,1.5
Nashik,26-12-2018,285.3444534,186.4710126,50.3134662,27.21159771,8.054529443,43.96197821,31.76299862,88.88169316,414.6550237,Hazardous,1.5
Ahmedabad,27-12-2018,125.1719517,331.5236569,124.2862359,99.96981898,3.629586605,52.59335094,43.26578374,68.79194913,304.2017304,Hazardous,0.37756567
Vadodara,28-12-2018,17.2432793,271.2965037,142.8683603,39.95476463,2.939766296,40.04860618,39.93680231,78.37604801,221.2965037,Very Unhealthy,0.063558797
Vijayawada,29-12-2018,171.183115,266.3438881,118.3559294,91.48833512,9.986614958,35.52454811,33.51498797,81.94199978,339.5126232,Hazardous,0.642714636
Ranchi,30-12-2018,243.4047678,151.691284,136.3022508,46.52741134,3.633617453,40.2658094,19.8912385,86.48037392,394.9385428,Hazardous,1.5
Surat,31-12-2018,53.80671694,329.0579906,102.0852146,99.84143134,7.727734074,23.82597565,42.98884943,23.55011115,279.0579906,Very Unhealthy,0.16351743
Srinagar,01-01-2019,128.2363001,329.7823812,52.73092132,94.83001796,3.479421326,87.20040415,24.46506429,31.16431311,306.5534396,Hazardous,0.388851277
Mumbai,02-01-2019,88.61544732,265.2474835,66.1918439,32.99440299,7.981973177,97.89755046,19.17705859,24.49279761,215.2474835,Very Unhealthy,0.334085912
Nashik,03-01-2019,27.02782703,100.7101447,15.45811767,11.68987113,6.700607331,31.25230432,26.23230654,23.69863299,500,Hazardous,0.268372438
Jodhpur,04-01-2019,43.5640244,229.9927389,19.12630288,43.4570509,6.223663699,36.47808003,32.24131202,43.09355403,186.7065849,Unhealthy,0.189414782
Jodhpur,05-01-2019,194.5203355,257.9205759,27.88260647,55.82360732,6.308175244,60.75837146,40.07959477,60.77595992,357.4225831,Hazardous,0.754186962
Kolkata,06-01-2019,111.176971,352.9761924,130.6831061,13.21854702,0.618279913,42.02329088,27.96669832,48.97760167,303.4764943,Hazardous,0.314970169
Lucknow,07-01-2019,184.0527427,277.5330734,148.3347682,63.31816538,0.149821288,34.0912604,24.70923549,34.95229877,349.3893142,Hazardous,0.663174087
Vadodara,08-01-2019,58.85954483,355.4642418,28.88881016,59.13463007,2.88948367,14.23180808,36.38882266,22.22411314,306.5944296,Hazardous,0.165584995
Gwalior,09-01-2019,34.31142303,118.3980693,128.5355242,86.45535855,9.835034705,93.71524699,17.51429655,73.56856975,197.9327134,Unhealthy,0.28979715
Jodhpur,10-01-2019,270.7146613,114.7893692,41.68164583,67.71683695,3.361106442,14.08252413,26.44379134,51.80624431,408.8383593,Hazardous,1.5
Chandigarh,11-01-2019,270.6702774,32.94770826,54.10028858,50.5637921,4.38490374,53.61746401,11.47405039,91.75213366,408.8207127,Hazardous,1.5
Ahmedabad,12-01-2019,188.5728544,172.8652195,85.71137475,68.21847068,2.559492843,30.6312434,16.07240529,56.90810575,352.8582371,Hazardous,1.09086637
Vadodara,13-01-2019,133.8742581,54.54172672,140.5785224,29.59309537,0.785132585,14.48292769,20.04899856,75.14669985,310.8802446,Hazardous,1.5
Coimbatore,14-01-2019,216.1913125,307.0310559,140.7212942,97.80135556,1.533079076,76.57344634,42.10057148,46.03607963,374.053798,Hazardous,0.704135
Jodhpur,15-01-2019,92.90874974,98.1687624,39.73329535,79.18985586,6.391999501,92.30484304,35.29642255,64.7504746,207.5160767,Very Unhealthy,0.946418672
Jodhpur,16-01-2019,253.4983139,374.020894,132.9002832,49.2840149,7.380568738,34.20599762,36.5830989,38.65806021,401.9933055,Hazardous,0.677765114
Ranchi,17-01-2019,66.59077192,345.3483161,74.45695836,64.23552927,6.345294592,28.85968685,26.62166135,65.32340143,295.3483161,Very Unhealthy,0.192822055
Chennai,18-01-2019,194.4857179,234.135528,26.26130996,51.74779791,0.527002213,59.1517808,19.27970619,38.47195324,357.3960161,Hazardous,0.830654449
Gwalior,19-01-2019,293.9144753,273.5930379,68.3945636,56.21923385,0.68586922,52.51428671,17.22291493,62.69536136,418.0623818,Hazardous,1.07427615
Aurangabad,20-01-2019,30.52063579,221.4913237,49.13751452,44.42968015,9.494010685,64.66752778,22.01469033,49.64860317,500,Hazardous,0.137796078
Patna,21-01-2019,123.6085521,367.903041,99.32285965,72.41307055,5.839248621,24.70888728,22.27152128,24.45705043,322.1822919,Hazardous,0.335981328
Surat,22-01-2019,237.5522624,365.5244386,25.73165537,10.83872423,4.846774533,60.11002538,15.61238395,90.44713527,390.4470851,Hazardous,0.649894336
Nashik,23-01-2019,174.0152362,93.51924815,29.00831329,13.05579123,1.006997018,37.17973236,16.67251195,83.20976871,500,Hazardous,1.5
Nagpur,24-01-2019,239.5906726,75.2847331,125.4163385,51.6648642,3.996137989,52.84816149,17.09851958,34.16654353,392.0114464,Hazardous,1.5
Nashik,25-01-2019,177.7770353,64.65328387,80.6359334,20.18255217,9.807444514,74.42589033,24.39595117,72.84306944,500,Hazardous,1.5
Pune,26-01-2019,198.7296652,251.3037258,15.42519709,65.18810668,1.758923722,79.85275701,12.58692481,68.36930548,360.6529989,Hazardous,0.790794743
Amritsar,27-01-2019,228.706168,360.4152852,25.8017953,63.66197418,1.336049043,82.30714254,27.34539635,76.5800896,383.658222,Hazardous,0.634562898
Kota,28-01-2019,207.0833219,220.7519354,123.7438102,20.3119885,1.304181368,40.97392529,28.24374082,57.9918172,367.0639447,Hazardous,0.938081569
Visakhapatnam,29-01-2019,179.8498884,224.5906909,94.47127978,27.52991347,3.053811742,61.4417648,30.22341378,60.16711172,346.1638678,Hazardous,0.800789595
Nagpur,30-01-2019,181.5811454,201.0125172,35.22688409,37.39553204,0.415353438,21.16713844,18.97624437,72.038906,347.4925069,Hazardous,0.903332528
Patna,31-01-2019,64.71425609,153.6910334,112.0002565,67.4261094,8.758754885,77.95257908,24.94152576,93.2190822,184.4451562,Unhealthy,0.421067219
Amritsar,01-02-2019,90.64279587,302.5106116,105.9058376,46.35934733,5.247134829,52.04251218,39.6759831,65.24584471,500,Hazardous,0.299635095
Dhanbad,02-02-2019,81.33806137,40.18879799,141.768369,82.89535844,9.03002792,34.70030353,32.45984107,20.75497857,187.8446537,Unhealthy,1.5
Allahabad,03-02-2019,51.03590204,42.62326323,118.0310401,48.01489133,9.663864717,70.27622529,16.3469964,94.19396641,195.7876718,Unhealthy,1.197372002
Kolkata,04-02-2019,194.6967599,318.9781935,68.33026257,53.29208439,2.190133383,23.26412443,18.48405435,45.1662005,357.5579785,Hazardous,0.610376395
Kota,05-02-2019,211.5710385,109.0176407,116.5889152,7.458457432,8.517850281,65.45986885,28.96823553,33.16957768,370.5080063,Hazardous,1.5
Ahmedabad,06-02-2019,25.91413917,80.00635753,131.4029625,27.00436371,2.080111149,11.11677307,17.71543874,21.14392036,500,Hazardous,0.323900999
Delhi,07-02-2019,287.1682769,326.3355157,142.401983,24.64639618,8.393339744,58.58042975,31.9573307,77.66922359,415.3801583,Hazardous,0.879978621
Madurai,08-02-2019,35.18525295,131.0339852,121.3388678,39.16103461,7.46543185,63.56084682,30.00531096,36.88666893,168.2376903,Unhealthy,0.268520055
Allahabad,09-02-2019,33.8503111,169.8893912,50.87950272,78.14292666,5.408115453,91.31277373,31.33809752,94.94788305,146.7721458,Unhealthy for Sensitive Groups,0.199249117
Bhopal,10-02-2019,184.4749251,207.579142,138.8570014,53.22585738,9.403983155,48.99679321,12.2431634,56.62739513,349.7133146,Hazardous,0.888696828
Nagpur,11-02-2019,264.7683165,231.4577066,21.66080752,27.53481416,6.808577112,72.93204027,34.254305,34.64263924,406.4741499,Hazardous,1.143916616
Bhopal,12-02-2019,175.9553332,397.6637653,119.0311505,79.7689057,3.065669845,87.99487511,26.71082294,23.06574705,359.4773767,Hazardous,0.442472633
Allahabad,13-02-2019,223.4417675,197.0846518,72.41407079,93.33721795,1.196293438,23.74492532,12.62584609,77.54538073,379.6181006,Hazardous,1.133734999
Kanpur,14-02-2019,174.8787072,296.6465826,12.24675214,72.23735435,2.142372821,55.51577241,27.59579772,77.91474635,342.3487753,Hazardous,0.589518698
Delhi,15-02-2019,115.4655248,140.8756828,88.34090035,74.16604918,0.299256208,15.75986186,35.79790813,81.94229658,284.5202399,Very Unhealthy,0.819627082
Howrah,16-02-2019,172.7821431,369.8214657,87.01327355,78.12689541,6.838451059,21.08497093,28.38488525,26.95982633,340.7397842,Hazardous,0.467204203
Chennai,17-02-2019,125.2341737,115.2861187,94.32014801,38.21210718,5.827395372,27.05837008,17.42241256,22.58789451,304.2494821,Hazardous,1.086290137
Surat,18-02-2019,19.48352368,362.7288241,124.5093564,41.36714639,0.284795401,61.19461703,15.10389807,67.54177456,315.6981467,Hazardous,0.053713745
Varanasi,19-02-2019,217.9927828,391.5151281,83.33297865,39.4574602,1.955358049,13.00301715,35.93711492,30.82777429,375.4363217,Hazardous,0.556792745
Kota,20-02-2019,136.1058252,294.1211832,79.34627033,7.499614575,5.364083457,92.84518717,12.88402675,59.99318664,312.5928426,Hazardous,0.462754242
Pune,21-02-2019,15.57922227,286.8879102,102.6321543,45.53824918,9.259043108,29.63411131,36.37120958,75.50470317,236.8879102,Very Unhealthy,0.054304213
Amritsar,22-02-2019,284.6657597,353.8198724,83.70620188,38.23804276,5.240197952,85.08023224,32.15212374,92.34728401,414.3851816,Hazardous,0.804549947
Ranchi,23-02-2019,142.1422608,62.11311934,58.58484971,78.42280737,7.414214395,96.42858658,23.95180143,47.21786025,317.225456,Hazardous,1.5
Jabalpur,24-02-2019,193.4951937,126.6676508,40.20733797,46.93932918,1.850709449,58.41976264,29.46197014,88.06772507,500,Hazardous,1.5
Mumbai,25-02-2019,214.5038863,159.1112206,120.4342811,25.06519245,6.198878454,20.88746769,25.35326298,41.27803141,372.7587965,Hazardous,1.348138023
Aurangabad,26-02-2019,162.7972908,91.08822808,76.67232911,18.30938156,9.321612957,85.7272159,16.04276546,34.51348236,333.0769906,Hazardous,1.5
Vadodara,27-02-2019,153.343809,183.8946271,94.75068208,86.47555616,0.950944794,65.57302057,28.918975,59.95551099,325.8219929,Hazardous,0.833867805
Vadodara,28-02-2019,247.1315962,337.6357716,111.6887117,70.23913027,5.721073729,12.8746247,25.79489672,79.50471639,397.7986668,Hazardous,0.731947314
Jodhpur,01-03-2019,230.6222718,153.5176197,28.34958611,7.566604051,7.193542156,51.00347508,12.69157846,38.57107418,385.1287202,Hazardous,1.5
Kolkata,02-03-2019,46.39813357,66.24704922,107.7060675,81.37977104,4.051779815,95.64600778,18.61000891,57.83631264,127.7060675,Unhealthy for Sensitive Groups,0.700380381
Pune,03-03-2019,41.94202941,120.0501068,80.71218463,16.64735045,4.309822831,82.49631796,26.95532587,27.15886145,500,Hazardous,0.34937103
Pune,04-03-2019,209.4047338,155.8138872,129.3646128,68.30638786,1.904950683,15.17132253,20.08900847,63.17981601,368.8454934,Hazardous,1.343941401
Dhanbad,05-03-2019,23.19091195,299.3872247,12.19328244,53.58791823,0.199816761,84.31949557,27.87986962,88.75425922,249.3872247,Very Unhealthy,0.077461261
Vijayawada,06-03-2019,156.4048185,253.8676187,147.6340349,75.0298411,8.928198798,60.32710107,11.53976801,41.06910222,328.1711398,Hazardous,0.616088099
Nashik,07-03-2019,218.6489991,381.8091834,41.82129084,87.3137157,7.668416352,43.46509607,27.39926269,59.41349014,375.9399295,Hazardous,0.572665637
Coimbatore,08-03-2019,203.7852962,106.5876521,40.12115199,52.59968976,5.000562717,87.46708344,34.6673462,34.123677,500,Hazardous,1.5
Ludhiana,09-03-2019,256.8134018,360.5926481,92.50090049,51.27276949,0.528097361,24.50704695,32.38561604,78.19340787,403.3113525,Hazardous,0.712198108
Bangalore,10-03-2019,94.47666597,250.5796684,124.7001031,75.21287908,5.800173654,86.09349967,27.65736021,36.38005532,500,Hazardous,0.377032449
Allahabad,11-03-2019,193.5793889,62.82745751,44.99434774,68.22913967,4.929743857,57.66329946,14.87306849,31.1468112,356.7004613,Hazardous,1.5
Allahabad,12-03-2019,222.1116095,84.10438657,145.6982918,12.99471825,6.743111846,37.37656165,17.60292689,20.21663043,378.5972817,Hazardous,1.5
Bhopal,13-03-2019,18.7429017,23.87313937,60.50186982,65.53811265,3.831667216,25.8918524,20.94978453,99.78868042,122.7006398,Unhealthy for Sensitive Groups,0.785104188
Allahabad,14-03-2019,146.0509068,306.3631227,110.7841216,68.85724573,8.895668529,39.99565689,23.98778599,90.53728776,320.2251145,Hazardous,0.476724827
Pune,15-03-2019,159.4116351,192.7588422,82.46589741,51.05214035,0.514616566,77.78719728,33.24357998,42.19163738,330.4786967,Hazardous,0.827000377
Jabalpur,16-03-2019,171.511555,115.3793251,59.09006761,35.43898189,7.795328715,62.02195189,43.06273057,79.85992459,339.7646817,Hazardous,1.486501631
Vadodara,17-03-2019,260.1703887,260.6262747,53.08501527,33.22015193,9.627341912,17.11461746,39.5759402,42.58062778,404.6460581,Hazardous,0.998250805
Dhanbad,18-03-2019,240.5462578,131.7567482,32.96785408,50.8412862,5.893740327,55.17164931,35.2329664,51.44274818,392.7448025,Hazardous,1.5
Ranchi,19-03-2019,284.1656199,84.53793318,115.2525816,51.47225646,0.426225319,14.95252578,19.2881047,54.17927047,414.1863308,Hazardous,1.5
Surat,20-03-2019,32.43109181,300.7743049,62.89895873,61.47208034,6.180966287,53.50144776,30.12697516,46.50676692,250.7743049,Very Unhealthy,0.10782534
Bangalore,21-03-2019,221.4290617,376.9029844,135.3719773,40.0242703,4.706567292,67.66860576,38.43221489,59.95709908,500,Hazardous,0.587496175
Agra,22-03-2019,211.1619281,170.523106,108.1015757,26.47330403,0.257496661,18.41317096,15.85472806,80.74455666,370.1940378,Hazardous,1.238318566
Vijayawada,23-03-2019,38.7242157,287.9155295,76.0976148,31.24573447,4.074532107,60.87557941,28.07797698,33.25299184,237.9155295,Very Unhealthy,0.134498531
Ahmedabad,24-03-2019,287.8092927,278.5114679,90.90303643,76.37059334,5.975065794,55.83046877,26.88118494,74.20869473,415.63502,Hazardous,1.033383993
Agra,25-03-2019,115.8950712,301.2406331,46.83682727,58.87231728,8.035847046,69.70716107,37.71358078,35.64654628,285.9866222,Very Unhealthy,0.384725892
Lucknow,26-03-2019,272.7845339,298.7156153,118.6726729,73.71000563,3.436257967,56.57587576,35.02047921,31.60899684,409.6613207,Hazardous,0.91319141
Patna,27-03-2019,210.3365915,173.4101448,28.8849772,48.09942666,4.770150595,90.77030202,43.12654017,65.39999364,369.56064,Hazardous,1.212942828
Kota,28-03-2019,204.5223376,121.5944374,122.6348628,17.16468552,6.101541751,72.82275994,27.60496959,52.37985379,365.0985381,Hazardous,1.5
Vadodara,29-03-2019,119.1711338,358.4501386,139.4479175,32.91338414,6.078062559,43.1631905,16.62387362,42.35420968,310.3362497,Hazardous,0.332462234
Kolkata,30-03-2019,94.0087937,312.6818657,133.2718056,79.57018958,2.264555717,52.59013891,19.60699974,92.09681857,262.6818657,Very Unhealthy,0.300653169
Kota,31-03-2019,168.8260299,258.0751009,25.83036168,25.77243269,9.327778809,94.13563464,32.99854407,58.51317402,337.7036973,Hazardous,0.654174034
Madurai,01-04-2019,171.6524389,22.81610505,18.50810972,18.46600231,5.03158791,83.62946611,30.01498341,86.0990469,339.872802,Hazardous,1.5
Amritsar,02-04-2019,20.25144708,388.1129122,101.0398364,61.74460791,9.123346464,46.44535554,16.19913261,68.50958551,347.5085861,Hazardous,0.052179266
Ranchi,03-04-2019,135.1939816,340.9025848,115.9074433,27.09792348,1.493002085,15.34708863,15.15080145,83.14553011,311.8930557,Hazardous,0.396576581
Srinagar,04-04-2019,174.4148967,86.02301214,40.33892689,95.13150645,8.556857342,10.23900415,26.0441203,56.46584208,500,Hazardous,1.5
Howrah,05-04-2019,258.1768444,254.9822574,71.28104486,27.01408217,2.04139109,29.62338089,41.17009964,39.19709039,500,Hazardous,1.012528664
Dhanbad,06-04-2019,211.62461,231.2154524,52.40620206,42.33411314,6.226634135,38.15819815,34.92214438,56.25306887,370.5491193,Hazardous,0.915270186
Delhi,07-04-2019,112.1761803,247.8449913,19.24429103,91.50579117,4.968096186,39.93684442,30.08488855,95.51263817,273.2910984,Very Unhealthy,0.452606203
Ahmedabad,08-04-2019,165.0886889,182.0878822,99.32055874,95.12776187,3.834995533,79.45329002,40.81680112,82.18966973,334.8355055,Hazardous,0.906642918
Coimbatore,09-04-2019,296.1775184,246.3277174,25.20026145,25.10958001,4.161419091,77.86510649,25.28012416,87.87133545,418.9621459,Hazardous,1.202371871
Vijayawada,10-04-2019,42.99908078,347.169788,117.2684476,45.02737349,1.456696545,18.4275914,16.56974549,67.55326782,297.169788,Very Unhealthy,0.123856056
Solapur,11-04-2019,70.53979732,258.4604557,108.3646042,79.28825896,3.711867513,35.23949796,29.40805313,80.10260254,208.4604557,Very Unhealthy,0.272922978
Guwahati,12-04-2019,231.1218776,104.8417476,129.2258115,62.9117554,9.272035616,80.47301898,28.79984604,86.05573754,385.5121386,Hazardous,1.5
Gwalior,13-04-2019,78.33902114,21.73583685,143.1605355,31.24045576,5.532499193,28.41775956,29.84775495,67.30902529,163.1605355,Unhealthy,1.5
Lucknow,14-04-2019,106.7476502,343.9483699,104.9163679,26.66500894,3.488470307,87.26828987,19.5904639,51.8109289,293.9483699,Very Unhealthy,0.310359518
Amritsar,15-04-2019,283.7834179,49.95925996,144.9041933,38.35524049,5.853138718,70.72564815,30.1956272,70.96433468,414.034371,Hazardous,1.5
Lucknow,16-04-2019,157.7763285,326.0110016,127.0728889,89.01718746,1.518724951,23.76965744,18.38229437,62.39441234,329.223694,Hazardous,0.483960135
Nagpur,17-04-2019,68.86820204,293.4500945,34.47498466,67.47870667,2.12471226,15.39700093,23.17235777,25.54041145,243.4500945,Very Unhealthy,0.234684545
Lucknow,18-04-2019,126.7869465,53.34175724,38.27261407,47.39023977,7.730112129,34.45337263,42.89607574,95.64054376,305.441145,Hazardous,1.5
Raipur,19-04-2019,200.5668268,348.7050624,40.78484832,71.76090094,6.71392109,70.04399001,25.72420263,98.74016587,500,Hazardous,0.575176126
Vadodara,20-04-2019,94.5159215,224.936621,116.3945454,23.55460769,7.66286517,84.80501437,10.4881931,30.58695302,213.0026286,Very Unhealthy,0.420189123
Ludhiana,21-04-2019,81.58303133,242.6754247,110.9699648,20.1919128,1.336421007,35.14170935,38.61161952,41.79455314,195.1333359,Unhealthy,0.336181677
Jabalpur,22-04-2019,15.31587227,149.195002,84.98644029,72.83408632,5.419552126,54.16031003,33.50072999,24.78475518,142.5994507,Unhealthy for Sensitive Groups,0.102656738
Allahabad,23-04-2019,278.2107655,311.0083433,82.10299327,11.72011228,8.415725407,96.37577014,27.41018307,92.60036352,411.8187381,Hazardous,0.89454438
Varanasi,24-04-2019,71.36220336,69.61448148,71.08332078,52.2951129,1.760971179,64.42951593,10.71465247,52.51428499,136.3744184,Unhealthy for Sensitive Groups,1.025105723
Chandigarh,25-04-2019,40.1919631,20.09772231,17.45335924,98.16794879,2.064572957,87.75594635,11.16779922,58.34867827,500,Hazardous,1.5
Kanpur,26-04-2019,209.200663,54.30965442,11.60723764,44.24693139,1.71722272,84.15119941,27.75196888,45.43887522,368.6888809,Hazardous,1.5
Mumbai,27-04-2019,234.6447573,98.53429909,30.99419005,59.34135183,5.80972332,39.615355,34.58420558,73.02933623,388.215744,Hazardous,1.5
Agra,28-04-2019,155.1682916,95.28902649,20.74839387,37.68598678,2.269451789,89.92533164,32.62650382,95.57901422,327.2221773,Hazardous,1.5
Delhi,29-04-2019,257.9838575,333.0839156,11.93181147,92.28335521,4.019422656,97.96470914,23.78979143,91.44580513,403.7767144,Hazardous,0.774531118
Jaipur,30-04-2019,84.44362806,267.643526,125.8490445,85.80465288,1.601202029,10.94584689,17.44590046,84.8794293,217.643526,Very Unhealthy,0.31550783
Allahabad,01-05-2019,181.5166673,254.2403119,74.33971446,45.75971413,0.670289914,63.10747147,30.82662269,53.15436948,347.4430238,Hazardous,0.713957067
Lucknow,02-05-2019,281.0635688,365.6391766,63.93923362,73.40265455,8.570074965,62.97722764,13.09619229,54.36080251,412.9529852,Hazardous,0.768691067
Ranchi,03-05-2019,264.6662351,245.2584741,119.7957803,66.77170051,9.587045794,46.33807539,27.44849795,36.54782855,406.4335633,Hazardous,1.079131867
Aurangabad,04-05-2019,219.4496243,368.4895661,21.07782862,50.02498402,0.389267683,77.33857907,33.25186218,46.52563655,376.5543628,Hazardous,0.595538231
Aurangabad,05-05-2019,183.4535687,391.1156534,82.67385346,39.0686848,9.255703242,18.78004685,31.00078683,31.35388281,351.271515,Hazardous,0.469051972
Bhopal,06-05-2019,121.4751897,141.0211992,78.30595526,38.23219612,2.888241539,84.44028039,44.68847137,62.17113938,301.3646804,Hazardous,0.861396657
Bhopal,07-05-2019,29.81142331,339.5094953,120.7687419,28.36384868,1.20934358,24.89246455,17.41090156,47.09450126,289.5094953,Very Unhealthy,0.087807333
Ludhiana,08-05-2019,215.6975996,393.5238855,145.7621281,17.21792887,3.518992265,85.48172589,34.5546892,40.50322556,373.674902,Hazardous,0.548118189
Vijayawada,09-05-2019,119.3076445,43.18231292,123.1510085,54.22209942,7.82194437,78.3403782,16.07065655,33.01581909,297.6364415,Very Unhealthy,1.5
Amritsar,10-05-2019,122.5182371,173.3353593,137.663681,91.80216832,6.152828413,86.80754788,10.87641793,49.70708718,302.1651587,Hazardous,0.706827722
Howrah,11-05-2019,94.41731795,333.8871103,128.7650567,67.46394948,0.605962479,29.97583885,33.71089238,26.70807594,283.8871103,Very Unhealthy,0.282782159
Srinagar,12-05-2019,291.1911893,254.2708349,54.72459985,64.27729656,0.4127457,90.92796413,36.01649291,67.2126103,416.9796295,Hazardous,1.145200901
Gwalior,13-05-2019,287.6105861,31.14536569,63.38503713,34.53899083,2.174307049,19.37305428,35.32678995,28.51203015,415.5560162,Hazardous,1.5
Mumbai,14-05-2019,171.0520332,21.27544726,55.80714799,16.19687865,4.281755681,46.12458028,18.06975575,21.74852253,339.4120255,Hazardous,1.5
Ranchi,15-05-2019,129.7390529,294.2256568,25.43047475,81.38416967,9.080626397,98.35188967,10.45904576,62.44746649,307.706715,Hazardous,0.440950848
Nagpur,16-05-2019,220.8348384,162.2810429,130.5015716,95.12319921,2.888897095,76.21039299,19.71147784,68.33798846,377.6174341,Hazardous,1.360817225
Howrah,17-05-2019,205.9868837,271.8825019,103.9149409,94.16485984,8.925356962,78.5845879,17.46167903,34.53382329,366.2224921,Hazardous,0.757632
Chandigarh,18-05-2019,269.3380884,97.43989714,143.6033907,36.32289055,7.957589717,44.7889028,36.36277694,35.15276692,408.2910472,Hazardous,1.5
Ludhiana,19-05-2019,293.7462043,150.0229247,123.132814,88.9705504,6.200689957,63.42505052,43.72730939,59.1154155,417.9954788,Hazardous,1.5
Aurangabad,20-05-2019,62.35226613,111.6067402,137.7711645,62.10391586,4.772049402,13.46181575,34.11268354,95.48141143,157.7711645,Unhealthy,0.55867832
Lucknow,21-05-2019,198.4149546,171.7169609,19.50558446,74.63771089,4.01045662,65.35718159,11.18548696,80.65925556,360.4114768,Hazardous,1.155476742
Bangalore,22-05-2019,246.4986884,205.0707762,69.56526604,61.89684702,1.436156638,76.64607204,36.9833856,57.24978664,397.3129469,Hazardous,1.20201763
Coimbatore,23-05-2019,204.2029547,154.3015068,121.6251915,6.55543542,6.272935395,32.84346099,28.44126583,55.1690303,364.8534304,Hazardous,1.323402207
Lucknow,24-05-2019,173.0900409,66.44579162,37.31174525,63.62772352,6.346025788,89.23913376,40.70745355,20.07650168,340.9760779,Hazardous,1.5
Bangalore,25-05-2019,248.8051942,22.53381302,50.01616109,26.24987707,4.70768944,69.61792244,30.36464333,54.62497031,399.083056,Hazardous,1.5
Allahabad,26-05-2019,130.2971588,265.38841,60.95309873,97.6876324,0.344831695,57.17695134,29.2960338,42.77735226,308.1350288,Hazardous,0.490967781
Varanasi,27-05-2019,252.5542128,86.21289987,25.25694382,98.57736812,2.593199116,24.32594102,40.36828072,81.36265228,401.61794,Hazardous,1.5
Vijayawada,28-05-2019,129.9607196,166.7355494,68.66952159,94.90035259,4.014419808,72.77177332,40.64829629,77.91579177,307.8768313,Hazardous,0.779442177
Jabalpur,29-05-2019,188.7379513,172.9614069,116.7437985,18.87300244,1.532188486,46.5215497,14.16998477,44.69053984,352.9849394,Hazardous,1.091214247
Navi Mumbai,30-05-2019,153.6856832,309.8347015,67.85187662,77.12538974,1.073313705,20.83789662,44.27217389,38.39879274,500,Hazardous,0.496024759
Dhanbad,31-05-2019,202.2598125,125.3063259,18.67390547,50.51337894,4.102967798,26.10220803,10.4137682,28.34825812,363.3621817,Hazardous,1.5
Raipur,01-06-2019,150.4900894,246.879848,80.88146831,12.95011971,1.51139852,79.82366975,13.03843177,47.39998049,500,Hazardous,0.609568139
Raipur,02-06-2019,121.0574877,214.120608,118.5111838,41.76770024,5.823978515,73.70857646,26.98262007,84.59529287,301.0441185,Hazardous,0.565370559
Bhopal,03-06-2019,140.4121764,148.7802666,134.591661,71.72724126,2.529253766,94.80065427,36.75884061,79.37659563,315.8977168,Hazardous,0.943755376
Dhanbad,04-06-2019,196.2093633,335.8342882,94.2266019,16.25699598,3.615956651,81.65061795,22.95050978,87.96486153,358.7188137,Hazardous,0.584244582
Surat,05-06-2019,161.300424,290.6256232,148.1962256,38.1490209,3.367527631,58.86508855,11.2513883,94.74070974,331.9282324,Hazardous,0.555011022
Jaipur,06-06-2019,111.1590539,126.1313846,62.31475632,75.16198399,2.020487575,83.58399246,43.57372658,53.09260725,500,Hazardous,0.881295756
